long,lat,cat_id
-119.183891,35.792782,0
-119.185562,34.205559,0
-119.191391,35.505829,0
-119.194717,35.367779,0
-119.202782,34.202221,0
-119.20694,34.200562,0
-119.221939,38.263329,0
-119.230003,35.790829,0
-119.23056,38.253059,0
-119.236389,35.74556,0
-119.251389,37.200829,0
-119.255562,37.3475,0
-119.256943,34.274719,0
-119.287781,38.272221,0
-119.306938,35.105831,0
-119.30806,35.960281,0
-119.309174,36.791939,0
-119.315559,36.442501,0
-119.316109,36.540001,0
-119.318893,36.44833,0
-119.326111,36.156109,0
-119.353607,35.619438,0
-119.376389,35.703892,0
-119.392776,36.318611,0
-119.404716,36.708889,0
-119.410004,35.054169,0
-119.435829,36.766941,0
-119.441109,35.140831,0
-119.448608,36.666939,0
-119.449722,36.666111,0
-119.450829,35.138611,0
-119.451668,34.93528,0
-119.463333,36.60667,0
-119.478607,35.352501,0
-119.484169,37.06472,0
-119.488609,35.691391,0
-119.510002,36.84972,0
-119.517502,37.09972,0
-119.525833,34.92194,0
-119.542503,36.088612,0
-119.54306,36.266941,0
-119.554443,36.731941,0
-119.559441,36.598888,0
-119.561111,34.332779,0
-119.56778,36.56583,0
-119.58889,34.286388,0
-119.594719,36.102219,0
-119.599716,35.686668,0
-119.604172,34.33083,0
-119.6175,36.399719,0
-119.628609,36.318329,0
-119.639717,36.583061,0
-119.640556,36.275002,0
-119.646667,36.045559,0
-119.658333,36.58139,0
-119.659439,36.32972,0
-119.66333,36.860828,0
-119.668327,36.823608,0
-119.669998,36.521111,0
-119.686111,35.623329,0
-119.688332,34.937222,0
-119.718063,36.776112,0
-119.72139,36.673061,0
-119.721939,35.467781,0
-119.738609,36.70417,0
-119.753609,36.736938,0
-119.75972,36.71917,0
-119.763893,36.514172,0
-119.766113,38.735828,0
-119.785561,36.914169,0
-119.809441,34.433331,0
-119.813332,36.16,0
-119.819717,36.73222,0
-119.824997,36.333061,0
-119.825279,36.8475,0
-119.840279,34.426109,0
-119.840828,36.203892,0
-119.849442,36.15667,0
-119.852783,34.019718,0
-119.861938,37.340279,0
-119.870277,36.84,0
-119.881393,35.648891,0
-119.884171,36.466389,0
-119.888329,36.12056,0
-119.90583,34.389439,0
-119.911942,34.43,0
-119.913063,37.117779,0
-119.915001,34.060558,0
-119.985558,36.131672,0
-119.987778,37.12056,0
-119.995277,38.893608,0
-120,35.31361,0
-120.000832,38.841389,0
-120.003891,41.168892,0
-120.009171,35.636108,0
-120.013329,34.587219,0
-120.029999,36.712219,0
-120.039719,38.458611,0
-120.041672,37.510559,0
-120.041939,41.307499,0
-120.065277,34.621941,0
-120.075562,34.60667,0
-120.084167,38.144169,0
-120.086113,36.200829,0
-120.10083,34.388329,0
-120.110001,36.338612,0
-120.111938,36.985561,0
-120.121391,34.39056,0
-120.135277,36.703331,0
-120.139442,39.32,0
-120.14222,36.003891,0
-120.143608,37.056938,0
-120.146667,41.87611,0
-120.160004,39.086391,0
-120.166107,41.552502,0
-120.177223,36.905281,0
-120.178329,37.861389,0
-120.178612,40.138611,0
-120.193329,37.880001,0
-120.199997,39.323891,0
-120.237503,36.24778,0
-120.2425,36.941391,0
-120.246674,37.112221,0
-120.247223,36.335831,0
-120.250832,36.583061,0
-120.265282,36.424721,0
-120.276108,37.19083,0
-120.293892,37.34972,0
-120.299438,38.951389,0
-120.338608,35.594719,0
-120.352783,38.191391,0
-120.354172,39.58083,0
-120.35556,39.818062,0
-120.360283,36.160278,0
-120.366386,40.803059,0
-120.371109,36.757778,0
-120.378059,37.072498,0
-120.397499,37.523331,0
-120.403328,37.342499,0
-120.411942,38.034439,0
-120.412498,34.950562,0
-120.414436,38.030281,0
-120.424721,34.943062,0
-120.431107,34.98333,0
-120.438332,39.651112,0
-120.457222,34.898891,0
-120.457779,34.98806,0
-120.464439,36.859718,0
-120.464439,36.998329,0
-120.46611,37.08028,0
-120.466667,34.665562,0
-120.476936,38.327499,0
-120.478607,37.23167,0
-120.500832,37.088612,0
-120.513611,37.284439,0
-120.525002,35.40472,0
-120.525833,41.240002,0
-120.532501,41.326939,0
-120.53611,38.759998,0
-120.541107,38.083061,0
-120.548332,35.668892,0
-120.548607,38.76833,0
-120.554169,37.85944,0
-120.565277,41.48278,0
-120.565826,37.049721,0
-120.565826,39.462219,0
-120.566673,37.065281,0
-120.56694,37.378609,0
-120.572777,40.376671,0
-120.589722,35.185001,0
-120.605003,37.334438,0
-120.621941,35.101109,0
-120.626938,35.672779,0
-120.629997,36.962219,0
-120.64222,35.236938,0
-120.647217,34.455002,0
-120.648064,38.146111,0
-120.660561,35.25222,0
-120.663887,41.522221,0
-120.667503,36.899719,0
-120.674171,38.192501,0
-120.681671,34.468891,0
-120.684174,41.41222,0
-120.696671,37.487221,0
-120.703056,34.49472,0
-120.709167,39.274719,0
-120.717499,38.74194,0
-120.71917,35.554722,0
-120.73111,38.69611,0
-120.734169,38.799721,0
-120.7425,35.326389,0
-120.753059,38.724171,0
-120.768333,40.65028,0
-120.793892,38.376671,0
-120.797218,35.568062,0
-120.800003,37.756111,0
-120.826942,38.694721,0
-120.834167,38.84972,0
-120.839172,37.51194,0
-120.843887,37.470558,0
-120.84861,35.645279,0
-120.864441,38.92083,0
-120.8675,37.324718,0
-120.869171,37.062778,0
-120.869438,35.95639,0
-120.887779,38.43972,0
-120.889717,37.723331,0
-120.898888,38.753891,0
-120.907501,36.025829,0
-120.922218,38.817219,0
-120.923058,38.263611,0
-120.927223,37.388062,0
-120.93,40.13306,0
-120.931389,38.256111,0
-120.946671,39.943611,0
-120.950829,39.983059,0
-120.953888,41.186939,0
-120.95417,37.625561,0
-120.959167,39.940281,0
-120.963058,37.262501,0
-120.964722,37.845558,0
-120.973061,38.337219,0
-120.986938,38.683891,0
-121.00222,39.223888,0
-121.014717,38.430279,0
-121.015282,37.935001,0
-121.035004,40.306389,0
-121.050827,39.233059,0
-121.05278,38.934441,0
-121.056389,39.113609,0
-121.059174,39.199718,0
-121.074997,38.468891,0
-121.074997,38.887779,0
-121.075829,39.324718,0
-121.081673,38.952499,0
-121.102219,38.488609,0
-121.110001,35.607498,0
-121.118332,38.00333,0
-121.12056,36.229439,0
-121.123611,41.139439,0
-121.125832,37.05806,0
-121.125832,38.013611,0
-121.131393,36.208061,0
-121.135002,36.509998,0
-121.161392,37.640282,0
-121.168892,38.10944,0
-121.169167,37.46833,0
-121.171387,38.42667,0
-121.175827,38.827499,0
-121.186394,36.32806,0
-121.198334,37.667782,0
-121.20472,37.547779,0
-121.207497,38.067219,0
-121.214722,39.220558,0
-121.218887,38.657219,0
-121.219437,38.134441,0
-121.220001,36.446941,0
-121.221939,38.230282,0
-121.227219,38.423328,0
-121.228607,37.979439,0
-121.234718,38.410561,0
-121.235001,36.466389,0
-121.23806,37.89389,0
-121.238609,40.28722,0
-121.240829,40.287498,0
-121.243057,40.28833,0
-121.250832,38.30389,0
-121.25444,38.28278,0
-121.263329,38.603329,0
-121.268059,38.202782,0
-121.269173,38.202221,0
-121.284172,39.966389,0
-121.284721,37.887501,0
-121.286667,38.122219,0
-121.291107,39.45528,0
-121.299438,37.67889,0
-121.303329,38.334171,0
-121.309998,36.36306,0
-121.31472,38.435829,0
-121.316109,38.083889,0
-121.319443,38.03167,0
-121.327499,37.67028,0
-121.33194,38.393608,0
-121.334717,38.724171,0
-121.336937,36.871391,0
-121.351112,38.90889,0
-121.359169,38.091389,0
-121.359169,39.299721,0
-121.359169,39.324718,0
-121.359169,41.887218,0
-121.370003,36.466942,0
-121.37278,38.791939,0
-121.37944,38.547501,0
-121.389168,38.728889,0
-121.406937,36.889999,0
-121.419724,39.192219,0
-121.429443,38.304722,0
-121.43306,41.018608,0
-121.437218,38.34111,0
-121.441673,37.688889,0
-121.445282,38.675831,0
-121.452217,38.55444,0
-121.45639,38.003891,0
-121.465279,36.95306,0
-121.467499,39.566391,0
-121.484169,38.86639,0
-121.491112,36.62611,0
-121.493332,38.512501,0
-121.507782,38.44278,0
-121.514999,38.638062,0
-121.51889,38.769169,0
-121.529442,38.834721,0
-121.534172,38.216389,0
-121.54306,38.213058,0
-121.544998,38.591389,0
-121.56028,38.59861,0
-121.561394,38.84,0
-121.562782,38.753891,0
-121.569168,39.159168,0
-121.569717,39.0975,0
-121.571388,37.035561,0
-121.572502,38.746941,0
-121.580276,39.459999,0
-121.584167,38.791389,0
-121.584999,38.759171,0
-121.590561,38.695278,0
-121.596672,37.081669,0
-121.60611,36.663059,0
-121.608887,39.126389,0
-121.616112,39.709438,0
-121.616943,36.66972,0
-121.619438,39.489719,0
-121.63694,37.835831,0
-121.638329,39.22472,0
-121.649719,40.89444,0
-121.659172,37.987221,0
-121.659721,36.700001,0
-121.688889,38.17083,0
-121.693329,37.66111,0
-121.693893,39.285831,0
-121.695831,39.459438,0
-121.700829,38.816391,0
-121.709717,38.871941,0
-121.71611,39.095558,0
-121.717499,38.833061,0
-121.730003,36.48167,0
-121.747223,38.61528,0
-121.761673,36.68111,0
-121.771111,39.497501,0
-121.774437,40.34417,0
-121.775833,36.93972,0
-121.783607,39.68861,0
-121.786392,38.531391,0
-121.789436,36.935558,0
-121.797218,37.108059,0
-121.817497,40.521938,0
-121.819717,37.332779,0
-121.820282,37.693329,0
-121.823334,38.381111,0
-121.825279,38.665279,0
-121.842781,36.586941,0
-121.842781,36.90583,0
-121.847221,36.58889,0
-121.849716,39.742222,0
-121.849998,39.103062,0
-121.856392,38.578892,0
-121.85833,39.79528,0
-121.861938,36.97028,0
-121.8675,39.720558,0
-121.871941,38.673611,0
-121.878326,41.7425,0
-121.879997,37.373329,0
-121.881943,40.44556,0
-121.883614,39.109169,0
-121.904999,38.40583,0
-121.917503,39.074718,0
-121.92778,37.361938,0
-121.934174,39.09972,0
-121.934998,37.313889,0
-121.940277,36.980282,0
-121.951111,38.35556,0
-121.962219,38.376671,0
-121.971939,37.771671,0
-121.972221,37.385281,0
-121.974998,38.269169,0
-121.975563,41.88694,0
-121.978058,37.55611,0
-121.980003,37.547779,0
-121.982498,36.99028,0
-121.993332,39.17889,0
-121.996674,39.949718,0
-122.017776,38.328331,0
-122.02861,37.803059,0
-122.039719,37.912498,0
-122.04528,38.458061,0
-122.048332,39.200829,0
-122.056938,37.989441,0
-122.088333,37.63306,0
-122.093613,39.352501,0
-122.097504,39.01083,0
-122.114723,37.460831,0
-122.122223,37.659168,0
-122.122223,41.27306,0
-122.123062,38.173328,0
-122.12722,37.070278,0
-122.128609,39.788891,0
-122.131393,39.16333,0
-122.135277,40.156109,0
-122.138329,38.716389,0
-122.146393,39.721111,0
-122.150833,37.76667,0
-122.158333,37.152779,0
-122.171112,39.943611,0
-122.174721,37.43528,0
-122.188889,39.28833,0
-122.195282,37.921108,0
-122.200829,39.578892,0
-122.205002,38.458061,0
-122.217499,39.516109,0
-122.220558,37.721111,0
-122.249443,37.51083,0
-122.25222,40.150829,0
-122.259171,38.591389,0
-122.264717,37.80056,0
-122.271942,41.263062,0
-122.273331,37.08778,0
-122.273613,37.802219,0
-122.280563,38.213058,0
-122.293327,40.508888,0
-122.300003,37.548328,0
-122.300278,37.784721,0
-122.303612,40.521938,0
-122.319168,41.61694,0
-122.321938,40.577499,0
-122.323334,40.7575,0
-122.332222,37.913609,0
-122.336937,37.953892,0
-122.33889,40.346111,0
-122.34639,40.675831,0
-122.367218,38.749168,0
-122.374718,37.618889,0
-122.377502,40.498329,0
-122.383331,37.59,0
-122.389717,40.015831,0
-122.391113,38.610561,0
-122.394997,40.571941,0
-122.404999,37.774719,0
-122.408058,40.574718,0
-122.414436,37.810558,0
-122.414436,38.46167,0
-122.420563,37.825001,0
-122.434174,38.2575,0
-122.434998,38.578331,0
-122.445282,38.470001,0
-122.44944,38.223331,0
-122.453056,41.47472,0
-122.468063,41.781391,0
-122.480003,39.26889,0
-122.486938,37.946388,0
-122.498611,37.71917,0
-122.500832,37.513611,0
-122.507782,38.058891,0
-122.513329,37.878891,0
-122.513329,37.879719,0
-122.520561,38.01667,0
-122.545563,41.730282,0
-122.557777,38.144169,0
-122.563332,38.434441,0
-122.567497,38.716389,0
-122.573059,38.578892,0
-122.576942,40.08028,0
-122.581108,39.585831,0
-122.601936,38.185001,0
-122.605003,38.2575,0
-122.609169,39.571941,0
-122.622223,38.934441,0
-122.623062,38.934441,0
-122.676109,38.87167,0
-122.678612,38.87056,0
-122.694168,40.983059,0
-122.701111,38.443611,0
-122.717499,38.977501,0
-122.75222,38.785,0
-122.764999,41.624722,0
-122.796669,39.002781,0
-122.803612,38.569172,0
-122.812782,38.508888,0
-122.844437,41.886108,0
-122.855278,41.55806,0
-122.897781,38.653061,0
-122.899437,38.990002,0
-122.921944,40.74556,0
-122.955276,39.449718,0
-122.991386,38.775829,0
-122.991943,38.77417,0
-123.181671,40.54694,0
-123.200829,39.125832,0
-123.253891,40.317501,0
-123.266388,39.790001,0
-123.297501,40.211109,0
-123.370003,39.450829,0
-123.382782,39.012501,0
-123.388893,41.790562,0
-123.398064,40.141109,0
-123.398331,40.143059,0
-123.402779,40.021111,0
-123.432503,38.704441,0
-123.470558,40.627499,0
-123.530281,38.801109,0
-123.553612,38.787781,0
-123.590561,38.85944,0
-123.599716,40.492779,0
-123.668327,41.042782,0
-123.750557,39.261391,0
-123.753609,39.26194,0
-123.795563,39.474171,0
-123.813606,40.085831,0
-123.927498,40.71917,0
-123.984444,41.845558,0
-123.99556,41.51194,0
-124.011673,41.515282,0
-124.073334,40.0275,0
-124.108612,40.978062,0
-124.114723,40.804169,0
-124.1325,40.55389,0
-124.189438,41.937778,0
-124.210564,40.780281,0
-124.212219,40.78083,0
-124.234718,41.779171,0
-124.236389,41.779999,0
-115.74778,35.239441,1
-116.099716,34.881939,1
-116.764442,36.285,1
-116.841942,34.951111,1
-117.272499,32.851109,1
-117.736107,33.488892,1
-117.922501,33.620281,1
-118.373894,36.359169,1
-118.575562,34.03944,1
-119.072777,37.446941,1
-119.398888,34.006672,1
-120.476112,38.054722,1
-120.715279,35.173889,1
-121.499443,41.736671,1
-121.516388,41.70306,1
-121.542221,41.698891,1
-121.548058,41.728062,1
-123.012497,37.700562,1
-123.101112,40.495281,1
-123.764168,39.191391,1
-114.567497,32.76083,2
-115.077217,34.141109,2
-115.251938,35.201389,2
-115.37722,34.348331,2
-115.513329,33.075562,2
-115.55056,32.785,2
-115.588333,33.190559,2
-115.866669,33.64167,2
-116.063332,33.22472,2
-116.078888,32.842781,2
-116.09861,33.119438,2
-116.139168,33.05444,2
-116.150833,34.064171,2
-116.214996,33.181938,2
-116.222221,33.130562,2
-116.22361,33.248329,2
-116.226669,32.862782,2
-116.431389,32.821941,2
-116.544167,33.470558,2
-116.705833,34.15028,2
-116.711113,34.147221,2
-116.761108,33.768608,2
-116.859169,36.328331,2
-116.878326,36.322781,2
-116.928062,33.838058,2
-116.98056,32.983891,2
-117.006111,34.130562,2
-117.021942,34.301392,2
-117.116943,34.297218,2
-117.138329,32.736671,2
-117.213058,36.14444,2
-117.319443,33.23333,2
-117.48111,33.52639,2
-117.66111,33.502781,2
-117.669998,35.546391,2
-117.73056,37.385559,2
-117.789719,34.361389,2
-117.881393,33.592499,2
-117.974167,36.291389,2
-117.989998,34.159168,2
-118.181107,37.513889,2
-118.18306,37.522499,2
-118.22139,37.601669,2
-118.245827,34.05611,2
-118.25222,35.931938,2
-118.352501,35.950279,2
-118.382217,36.243328,2
-118.436668,33.946941,2
-118.4375,36.130562,2
-118.461113,34.273609,2
-118.557777,35.85667,2
-118.591667,33.01667,2
-118.609169,37.294441,2
-118.616943,36.626671,2
-118.647781,36.101391,2
-118.656113,37.99667,2
-118.872223,37.230831,2
-118.886673,34.191391,2
-118.887779,37.017502,2
-118.925003,37.035278,2
-118.98333,37.57806,2
-118.984718,34.48111,2
